name,name_of_building,Super_Area,Under_Construction,Transaction,Furnishing,Bathroom,price,builder
3 BHK Apartment for Sale in DDA LIG Flat Keshav puram New Delhi,,,,,,,,
2 BHK Apartment for Sale in J-4/39-A New Delhi,,,,,,,,
2 BHK Apartment for Sale in Sector 15 Rohini New Delhi,,,,,,,,
"3 BHK Builder Floor for Sale in Ranjeet Nagar, Shadipur New Delhi",,,,,,,,
3 BHK Builder Floor for Sale in Basai Dara pur New Delhi,,,,,,,,
"2 BHK Apartment for Sale in LIG DDA Flat, Sector 11 Rohini New Delhi",,,,,,,,
2 BHK Builder Floor for Sale in West Vinod Nagar New Delhi,,,,,,,,
3 BHK Apartment for Sale in Kalyan Vihar New Delhi,,,,,,,,
"3 BHK Builder Floor for Sale in RWA Kalkaji Block D, Rwa E Block, Kalkaji New Delhi",,,,,,,,
3 BHK Builder Floor for Sale in Uttam Nagar West New Delhi,,,,,,,,
3 BHK Builder Floor for Sale in Daryaganj New Delhi,,,,,,,,
2 BHK Apartment for Sale in New Rohtak Road New Delhi,,,,,,,,
"3 BHK Apartment for Sale in Nav Vikas Apartments, Nav vikas apartments New Delhi",,,,,,,,
"2 BHK Apartment for Sale in Aayanagar Apartments, Aya Nagar New Delhi",,,,,,,,
"3 BHK Apartment for Sale in Paryatan Vihar, Vasundhara Enclave New Delhi",,,,,,,,
2 BHK Apartment for Sale in Bharat Vihar Dwarka New Delhi,,,,,,,,
3 BHK Apartment for Sale in Gopal Park New Delhi,,,,,,,,
3 BHK House for Sale in Adarsh Nagar New Delhi,,,,,,,,
3 BHK Builder Floor for Sale in Dilshad Colony New Delhi,,,,,,,,
3 BHK Builder Floor for Sale in Pitam Pura New Delhi,,,,,,,,
2 BHK House for Sale in Phase 1 Shyam Vihar New Delhi,,,,,,,,
"3 BHK Apartment for Sale in Lake View Apartment, Mehrauli New Delhi",,,,,,,,
3 BHK Builder Floor for Sale in Block O West Patel Nagar New Delhi,,,,,,,,
"2 BHK Apartment for Sale in Jai Dev Park, Jaidev Park, Punjabi Bagh New Delhi",,,,,,,,
3 BHK House for Sale in Block A Vikaspuri New Delhi,,,,,,,,
3 BHK Apartment for Sale in Rishi Nagar Pitam Pura New Delhi,,,,,,,,
3 BHK Builder Floor for Sale in Pocket 5 Sector 24 Near bank of india New Delhi,,,,,,,,
2 BHK Builder Floor for Sale in Tilak Nagar New Delhi,,,,,,,,
3 BHK House for Sale in East Gokalpur New Delhi,,,,,,,,
"3 BHK Builder Floor for Sale in Meenakshi Garden, Ashok Nagar New Delhi",,,,,,,,
2 BHK Builder Floor for Sale in Phase 3 Model Town New Delhi,,,,,,,,
"3 BHK Apartment for Sale in Rana Pratap Bagh, Ashok Vihar North New Delhi",,,,,,,,
2 BHK Builder Floor for Sale in Lajpat Nagar 2 New Delhi,,,,,,,,
2 BHK Builder Floor for Sale in Patpar Ganj Road New Delhi,,,,,,,,
3 BHK Apartment for Sale in Sector 16 Rohini New Delhi,,,,,,,,
3 BHK Builder Floor for Sale in Vishwas Nagar Extension New Delhi,,,,,,,,
2 BHK House for Sale in Sangam Vihar New Delhi,,,,,,,,
"3 BHK House for Sale in Supreme Enclave, Mayur Vihar Phase 1, New Delhi New Delhi",,,,,,,,
2 BHK Apartment for Sale in New Ashok Nagar New Delhi,,,,,,,,
"2 BHK Apartment for Sale in DDA LIG Flat, Kalkaji New Delhi",,,,,,,,
2 BHK Builder Floor for Sale in Shahdara New Delhi,,,,,,,,
3 BHK Builder Floor for Sale in Jeevan Park Bindapur New Delhi,,,,,,,,
2 BHK House for Sale in Pratap Nagar Maya Enclave New Delhi,,,,,,,,
"2 BHK Apartment for Sale in Jasola Pocket 10B LIG Houses Complex, Jasola New Delhi",,,,,,,,
"2 BHK Apartment for Sale in DDA HIG Housing Project Vasant Kunj, Vasant Kunj New Delhi",,,,,,,,
"2 BHK Apartment for Sale in DDA Dhruva Apartments, IP Extension New Delhi",,,,,,,,
3 BHK Builder Floor for Sale in Phase 2 Chattarpur Enclave New Delhi,,,,,,,,
"2 BHK Apartment for Sale in RWA Malviya Nagar, Malviya Nagar New Delhi",,,,,,,,
2 BHK Builder Floor for Sale in Mohan Garden Uttam Nagar New Delhi,,,,,,,,
"2 BHK House for Sale in Project Shiva Enclave, Paschim Vihar block A4 New Delhi",,,,,,,,
3 BHK Apartment for Sale in Block MS Nawada New Delhi,,,,,,,,
"2 BHK Builder Floor for Sale in Bhai Parmanand Colony, Mukherjee Nagar New Delhi",,,,,,,,
"2 BHK Apartment for Sale in Nirankari Colony, Mukherjee Nagar New Delhi",,,,,,,,
3 BHK House for Sale in Balbir Nagar Shahdara New Delhi,,,,,,,,
