name,name_of_building,Super_Area,Under_Construction,Transaction,Furnishing,Bathroom,price,builder
2 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
59.5 Lac",
"3 BHK Apartment for Sale in Habsiguda, NH 2 2 Hyderabad",,,,,,,"₹
1.50 Cr",
2 BHK Apartment for Sale in Thumkunta Hyderabad,,,,,,,"₹
46.6 Lac",
"3 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,,,,,,"₹
95 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.25 Cr",
3 BHK Apartment for Sale in Srinagar Colony Malakpet Extension Hyderabad,,,,,,,"₹
1.40 Cr",
"3 BHK Apartment for Sale in Saroornagar, NH 9 Hyderabad",,,,,,,"₹
99 Lac",
"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
86.6 Lac",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
2 Cr",
"3 BHK Villa for Sale in Bowrampet, Outer Ring Road Hyderabad",,,,,,,"₹
2.45 Cr",
"3 BHK Apartment for Sale in Malakpet, NH 9 Hyderabad",,,,,,,"₹
1.25 Cr",
2 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.81 Cr",
"2 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,,,,,,"₹
90 Lac",
3 BHK Apartment for Sale in Nacharam Hyderabad,,,,,,,"₹
1.40 Cr",
3 BHK Apartment for Sale in Shamshabad Hyderabad,,,,,,,"₹
75 Lac",
3 BHK Penthouse for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
1.10 Cr",
2 BHK House for Sale in Rampally Main Road Hyderabad,,,,,,,"₹
55 Lac",
"3 BHK Apartment for Sale in Erragadda, NH 9 Hyderabad",,,,,,,"₹
1.74 Cr",
3 BHK Villa for Sale in Velmala Hyderabad,,,,,,,"₹
2.50 Cr",
3 BHK Apartment for Sale in Masjid Banda Hyderabad,,,,,,,"₹
2.60 Cr",
3 BHK Builder Floor for Sale in Bagh Amberpet Hyderabad,,,,,,,"₹
1.45 Cr",
3 BHK Apartment for Sale in Masab Tank Hyderabad,,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
2.50 Cr",
"3 BHK Villa for Sale in Aushapur, NH 2 2 Hyderabad",,,,,,,"₹
99 Lac",
"3 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",,,,,,,"₹
1.12 Cr",
2 BHK Apartment for Sale in Meghana Arcade Hyderabad,,,,,,,"₹
64 Lac",
2 BHK Apartment for Sale in Patancheruvu Hyderabad,,,,,,,"₹
66 Lac",
2 BHK Apartment for Sale in Appa Junction Area Hyderabad,,,,,,,"₹
65 Lac",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
8.20 Cr",
3 BHK Apartment for Sale in Suchitra Road Hyderabad,,,,,,,"₹
1.17 Cr",
"3 BHK House for Sale in Peerzadiguda, NH 2 2 Hyderabad",,,,,,,"₹
1.35 Cr",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.75 Cr",
"2 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
80 Lac",
"3 BHK Apartment for Sale in Bowrampet, Outer Ring Road Hyderabad",,,,,,,"₹
1 Cr",
2 BHK Apartment for Sale in Mothi Nagar Borabanda Hyderabad,,,,,,,"₹
57.5 Lac",
3 BHK Apartment for Sale in Srinagar Colony Yousufguda Hyderabad,,,,,,,"₹
2.20 Cr",
"2 BHK House for Sale in Boduppal, NH 2 2 Hyderabad",,,,,,,"₹
1.10 Cr",
2 BHK Apartment for Sale in APHB Colony Moula Ali Hyderabad,,,,,,,"₹
70 Lac",
3 BHK Apartment for Sale in Puppalguda Hyderabad,,,,,,,"₹
1.81 Cr",
3 BHK Villa for Sale in Chitkul Hyderabad,,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in Jubilee Hills Hyderabad,,,,,,,"₹
4.50 Cr",
3 BHK Apartment for Sale in Puppalguda Hyderabad,,,,,,,"₹
2.39 Cr",
3 BHK House for Sale in Defence Colony Sainikpuri Hyderabad,,,,,,,"₹
3 Cr",
3 BHK Apartment for Sale in Suchitra Hyderabad,,,,,,,"₹
1.33 Cr",
"2 BHK Apartment for Sale in Hyder Nagar, NH 9 Hyderabad",,,,,,,"₹
75 Lac",
"2 BHK Apartment for Sale in Kavadiguda, NH 7 Hyderabad",,,,,,,"₹
72 Lac",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
72 Lac",
2 BHK Apartment for Sale in Alwal Hyderabad,,,,,,,"₹
60 Lac",
2 BHK Apartment for Sale in Mallapur Hyderabad,,,,,,,"₹
72 Lac",
"3 BHK Apartment for Sale in Deepthisri Nagar, NH 9 Hyderabad",,,,,,,"₹
1.95 Cr",
2 BHK Apartment for Sale in AS Rao Nagar Hyderabad,,,,,,,"₹
54 Lac",
3 BHK Apartment for Sale in Attapur Hyderabad,,,,,,,"₹
82.5 Lac",
2 BHK Apartment for Sale in Gayatri Nagar Hyderabad,,,,,,,"₹
70 Lac",
"3 BHK Builder Floor for Sale in Saroornagar, NH 9 Hyderabad",,,,,,,"₹
1.50 Cr",
"3 BHK Apartment for Sale in Bahadurpura, NH 7 Hyderabad",,,,,,,"₹
1.40 Cr",
3 BHK Apartment for Sale in Hastinapuram Hyderabad,,,,,,,"₹
1.10 Cr",
2 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,,,,,,"₹
99 Lac",
3 BHK Apartment for Sale in Khairtabad Hyderabad,,,,,,,"₹
1.08 Cr",
3 BHK Apartment for Sale in Izzathnagar Hyderabad,,,,,,,"₹
3.50 Cr",
"3 BHK Villa for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
4.90 Cr",
3 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
1.15 Cr",
2 BHK House for Sale in Bachupally Hyderabad,,,,,,,"₹
2.60 Cr",
"2 BHK Apartment for Sale in LB Nagar, NH 9 Hyderabad",,,,,,,"₹
96 Lac",
"2 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
88 Lac",
"3 BHK Apartment for Sale in Saroornagar, NH 9 Hyderabad",,,,,,,"₹
1.32 Cr",
2 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
95 Lac",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
85 Lac",
2 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
90 Lac",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.20 Cr",
3 BHK Apartment for Sale in Narsingi Puppalaguda Main Road Hyderabad,,,,,,,"₹
2.40 Cr",
"3 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
93 Lac",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.15 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.50 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.43 Cr",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
95 Lac",
"2 BHK Apartment for Sale in Prashant Hills, Rai Durg Hyderabad",,,,,,,"₹
91 Lac",
2 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
85 Lac",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
1.05 Cr",
"3 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad",,,,,,,"₹
2.06 Cr",
"2 BHK Apartment for Sale in Isnapur, Outer Ring Road Hyderabad",,,,,,,"₹
56 Lac",
3 BHK House for Sale in Medchal Hyderabad,,,,,,,"₹
90 Lac",
2 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
54 Lac",
"2 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.40 Cr",
2 BHK House for Sale in Maheshwaram Hyderabad,,,,,,,"₹
85 Lac",
"3 BHK Builder Floor for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
75 Lac",
"3 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
1.36 Cr",
"2 BHK Apartment for Sale in Lakdikapul, NH 9 Hyderabad",,,,,,,"₹
60 Lac",
3 BHK Apartment for Sale in Mallapur Hyderabad,,,,,,,"₹
89 Lac",
2 BHK Apartment for Sale in Mayuri Nagar Miyapur Hyderabad,,,,,,,"₹
1.10 Cr",
2 BHK Apartment for Sale in Ameenpur Hyderabad,,,,,,,"₹
66 Lac",
2 BHK Apartment for Sale in Medipally Hyderabad,,,,,,,"₹
32 Lac",
2 BHK House for Sale in Nagole Hyderabad,,,,,,,"₹
2.50 Cr",
3 BHK Apartment for Sale in Shaili Gardens Hyderabad,,,,,,,"₹
82.5 Lac",
"3 BHK Apartment for Sale in Pragathi Nagar, Kukatpally Hyderabad",,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
1.21 Cr",
2 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
41 Lac",
2 BHK Apartment for Sale in Phase 2 PS Rao Nagar Hyderabad,,,,,,,"₹
55 Lac",
3 BHK Villa for Sale in Bachupally Hyderabad,,,,,,,"₹
2.60 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
98 Lac",
"3 BHK Apartment for Sale in Pragathi Nagar, Kukatpally Hyderabad",,,,,,,"₹
92 Lac",
2 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
75 Lac",
2 BHK Apartment for Sale in Bahadurpally Hyderabad,,,,,,,"₹
65 Lac",
2 BHK Apartment for Sale in Nagaram Hyderabad,,,,,,,"₹
51 Lac",
"3 BHK Apartment for Sale in Kukatpally Housing Board Colony, NH 9 Hyderabad",,,,,,,"₹
2.85 Cr",
3 BHK Apartment for Sale in Kushaiguda Hyderabad,,,,,,,"₹
80 Lac",
3 BHK Apartment for Sale in Dulapally Hyderabad,,,,,,,"₹
76.3 Lac",
"3 BHK Apartment for Sale in Quthbullapur, NH 7 Hyderabad",,,,,,,"₹
1.20 Cr",
3 BHK Builder Floor for Sale in Padmasri Hills Hyderabad,,,,,,,"₹
89 Lac",
3 BHK Apartment for Sale in SBH Colony New Malakpet Hyderabad,,,,,,,"₹
1.80 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.20 Cr",
3 BHK Builder Floor for Sale in Nagole Bandlaguda Road Hyderabad,,,,,,,"₹
1.12 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.35 Cr",
3 BHK Apartment for Sale in Mallampet Road Hyderabad,,,,,,,"₹
1.15 Cr",
2 BHK Apartment for Sale in New Allapur Hyderabad,,,,,,,"₹
58 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.88 Cr",
"2 BHK Apartment for Sale in Ramnagar Gundu, Adikmet, NH 2 2 Hyderabad",,,,,,,"₹
46 Lac",
2 BHK Apartment for Sale in Hill County Road Hyderabad,,,,,,,"₹
68 Lac",
2 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.40 Cr",
2 BHK House for Sale in Dammaiguda Hyderabad,,,,,,,"₹
58 Lac",
3 BHK Apartment for Sale in Yapral Hyderabad,,,,,,,"₹
92 Lac",
3 BHK Villa for Sale in Dammaiguda Hyderabad,,,,,,,"₹
1.60 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
5.90 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.90 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.30 Cr",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
2.65 Cr",
2 BHK Builder Floor for Sale in Secunderabad Hyderabad,,,,,,,"₹
42 Lac",
3 BHK Apartment for Sale in sai harshini residency Hyderabad,,,,,,,"₹
73 Lac",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
18 Cr",
3 BHK Builder Floor for Sale in Moula Ali Hyderabad,,,,,,,"₹
75 Lac",
"2 BHK Apartment for Sale in Safilguda, Secunderabad Hyderabad",,,,,,,"₹
55 Lac",
3 BHK Apartment for Sale in Gaganpahad Hyderabad,,,,,,,"₹
1.80 Cr",
2 BHK Builder Floor for Sale in Chilakalguda Hyderabad,,,,,,,"₹
58 Lac",
3 BHK Apartment for Sale in Musheerabad Hyderabad,,,,,,,"₹
43 Lac",
"2 BHK Apartment for Sale in Alkapur Township, Manikonda, Outer Ring Road Hyderabad",,,,,,,"₹
65 Lac",
"2 BHK Apartment for Sale in LB Nagar, NH 9 Hyderabad",,,,,,,"₹
75 Lac",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.28 Cr",
"3 BHK Apartment for Sale in DD Colony, Amberpet Hyderabad",,,,,,,"₹
2.75 Cr",
"2 BHK Apartment for Sale in Kiran Nagar, Saroornagar Hyderabad",,,,,,,"₹
99 Lac",
2 BHK Apartment for Sale in Phase 6 KPHB Hyderabad,,,,,,,"₹
65 Lac",
3 BHK Apartment for Sale in Rock Town Colony Hyderabad,,,,,,,"₹
2.10 Cr",
"3 BHK Villa for Sale in Isnapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.50 Cr",
3 BHK Apartment for Sale in Nagole Hyderabad,,,,,,,"₹
1 Cr",
2 BHK House for Sale in Bharat Heavy Electricals Limited Hyderabad,,,,,,,"₹
1.20 Cr",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
2.90 Cr",
2 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,,,,,,"₹
95 Lac",
"3 BHK Villa for Sale in Yella Reddy Guda, NH 9 Hyderabad",,,,,,,"₹
2 Cr",
"3 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad",,,,,,,"₹
2.30 Cr",
"2 BHK Builder Floor for Sale in Hayat Nagar, Rajendra Nagar, Outer Ring Road Hyderabad",,,,,,,"₹
50 Lac",
"2 BHK Apartment for Sale in LB Nagar, NH 9 Hyderabad",,,,,,,"₹
90 Lac",
3 BHK Villa for Sale in Doolapally Road Hyderabad,,,,,,,"₹
1.15 Cr",
3 BHK Apartment for Sale in Attapur Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Apartment for Sale in Alwal Hyderabad,,,,,,,"₹
90 Lac",
2 BHK Apartment for Sale in Neredmet Hyderabad,,,,,,,"₹
68 Lac",
"3 BHK Apartment for Sale in Hayat Nagar, Rajendra Nagar, Outer Ring Road Hyderabad",,,,,,,"₹
1.19 Cr",
2 BHK Apartment for Sale in Suchitra Road Hyderabad,,,,,,,"₹
83 Lac",
3 BHK Builder Floor for Sale in Secunderabad Hyderabad,,,,,,,"₹
95 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
2.40 Cr",
"3 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
1.10 Cr",
"3 BHK Apartment for Sale in Quthbullapur, NH 7 Hyderabad",,,,,,,"₹
1.25 Cr",
"2 BHK Apartment for Sale in LB Nagar, NH 9 Hyderabad",,,,,,,"₹
1.30 Cr",
3 BHK Villa for Sale in Balapur Hyderabad,,,,,,,"₹
1.09 Cr",
3 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
1 Cr",
2 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.50 Cr",
"3 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
1.23 Cr",
"3 BHK Apartment for Sale in KMR Estates, Serilingampally Hyderabad",,,,,,,"₹
1.29 Cr",
2 BHK Apartment for Sale in Shamirpet Hyderabad,,,,,,,"₹
35 Lac",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
1.10 Cr",
3 BHK Apartment for Sale in Patancheruvu Hyderabad,,,,,,,"₹
91 Lac",
3 BHK Apartment for Sale in Shaikpet Hyderabad,,,,,,,"₹
1.65 Cr",
3 BHK Apartment for Sale in Izzathnagar Hyderabad,,,,,,,"₹
2.10 Cr",
3 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,,,,,,"₹
90 Lac",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
2.23 Cr",
3 BHK Builder Floor for Sale in Secunderabad Hyderabad,,,,,,,"₹
65 Lac",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
44 Lac",
3 BHK Villa for Sale in Bandlaguda Jagir Hyderabad,,,,,,,"₹
2.90 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
1.65 Cr",
3 BHK Apartment for Sale in Yapral Hyderabad,,,,,,,"₹
1.59 Cr",
2 BHK House for Sale in Mahadevpur Colony Hyderabad,,,,,,,"₹
55 Lac",
"2 BHK Apartment for Sale in Vikrampuri, Secunderabad Hyderabad",,,,,,,"₹
80 Lac",
"3 BHK Apartment for Sale in Sanjeeva Reddy Nagar, NH 9 Hyderabad",,,,,,,"₹
1.79 Cr",
2 BHK Apartment for Sale in Sri Nagar Colony Hyderabad,,,,,,,"₹
60 Lac",
"3 BHK Apartment for Sale in Kanchi, Serilingampally Hyderabad",,,,,,,"₹
1.40 Cr",
3 BHK Apartment for Sale in Shaikpet Hyderabad,,,,,,,"₹
1.89 Cr",
3 BHK Apartment for Sale in Gopanpalle Hyderabad,,,,,,,"₹
1.50 Cr",
"3 BHK House for Sale in Peerzadiguda, NH 2 2 Hyderabad",,,,,,,"₹
1.10 Cr",
2 BHK Apartment for Sale in Nallagandla Tellapur Road Hyderabad,,,,,,,"₹
1.09 Cr",
"3 BHK Apartment for Sale in Lower Tank Bund, NH 7 Hyderabad",,,,,,,"₹
2.20 Cr",
3 BHK Apartment for Sale in Gopanpalle Hyderabad,,,,,,,"₹
1.95 Cr",
3 BHK Apartment for Sale in Peeramcheru Hyderabad,,,,,,,"₹
1.11 Cr",
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
1.12 Cr",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
95 Lac",
3 BHK Villa for Sale in Maheshwaram Hyderabad,,,,,,,"₹
1.80 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.50 Cr",
3 BHK Apartment for Sale in Lumbini Enclave Hyderabad,,,,,,,"₹
90 Lac",
2 BHK House for Sale in Ameenpur Road Hyderabad,,,,,,,"₹
1.55 Cr",
3 BHK Apartment for Sale in Madeenaguda Hyderabad,,,,,,,"₹
1.29 Cr",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
1.35 Cr",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
1.75 Cr",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
97 Lac",
3 BHK Apartment for Sale in Alwal Hyderabad,,,,,,,"₹
1.35 Cr",
"3 BHK Apartment for Sale in Hill County, Nizampet Hyderabad",,,,,,,"₹
1.10 Cr",
3 BHK Villa for Sale in Kushaiguda Hyderabad,,,,,,,"₹
1.65 Cr",
"3 BHK House for Sale in Saroornagar, NH 9 Hyderabad",,,,,,,"₹
3.80 Cr",
3 BHK Apartment for Sale in Yapral Hyderabad,,,,,,,"₹
1.68 Cr",
2 BHK Builder Floor for Sale in Balanagar Hyderabad,,,,,,,"₹
65 Lac",
3 BHK Apartment for Sale in Gopanapalli Thanda Hyderabad,,,,,,,"₹
1.80 Cr",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
1.78 Cr",
2 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
52 Lac",
3 BHK Apartment for Sale in Ameenpur Hyderabad,,,,,,,"₹
57.5 Lac",
3 BHK Apartment for Sale in Raj Bhavan Road Hyderabad,,,,,,,"₹
1.10 Cr",
"3 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
95 Lac",
2 BHK Apartment for Sale in Patancheruvu Hyderabad,,,,,,,"₹
55 Lac",
2 BHK House for Sale in Shamshabad Hyderabad,,,,,,,"₹
68 Lac",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
38 Lac",
"2 BHK Apartment for Sale in Kismatpur, Outer Ring Road Hyderabad",,,,,,,"₹
80 Lac",
2 BHK Apartment for Sale in Ganesh Nagar Ameenpur Hyderabad,,,,,,,"₹
64 Lac",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
1.18 Cr",
"2 BHK Apartment for Sale in Basheer Bagh, NH 7 Hyderabad",,,,,,,"₹
85 Lac",
2 BHK House for Sale in Rampally Hyderabad,,,,,,,"₹
78 Lac",
2 BHK Apartment for Sale in Mahadevpur Colony Hyderabad,,,,,,,"₹
53 Lac",
2 BHK House for Sale in New Dilsukh Nagar Colony Hyderabad,,,,,,,"₹
2 Cr",
2 BHK House for Sale in Narepally Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1 Cr",
2 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.75 Cr",
3 BHK Apartment for Sale in Hastinapuri Colony Hyderabad,,,,,,,"₹
80 Lac",
2 BHK Apartment for Sale in Nallagandla Tellapur Road Hyderabad,,,,,,,"₹
90.4 Lac",
2 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,,,,,,"₹
65 Lac",
2 BHK Apartment for Sale in Patancheruvu Hyderabad,,,,,,,"₹
52 Lac",
3 BHK Apartment for Sale in Shaikpet Hyderabad,,,,,,,"₹
4.50 Cr",
"3 BHK Villa for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
3.35 Cr",
3 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
70 Lac",
2 BHK Apartment for Sale in Shamshabad Hyderabad,,,,,,,"₹
1.18 Cr",
2 BHK Apartment for Sale in Hastinapuram Hyderabad,,,,,,,"₹
61 Lac",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
1.20 Cr",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
51 Lac",
"2 BHK Apartment for Sale in Barkatpura, Kachiguda, NH 2 2 Hyderabad",,,,,,,"₹
60 Lac",
3 BHK Apartment for Sale in Kowkoor Hyderabad,,,,,,,"₹
69 Lac",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.90 Cr",
3 BHK House for Sale in Hyderabad,,,,,,,"₹
5.70 Cr",
3 BHK Apartment for Sale in Gopanpally Hyderabad,,,,,,,"₹
1.14 Cr",
2 BHK Apartment for Sale in AS Rao Nagar Hyderabad,,,,,,,"₹
54 Lac",
2 BHK House for Sale in Badangpet Almasguda Road Hyderabad,,,,,,,"₹
1.15 Cr",
"3 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad",,,,,,,"₹
3.68 Cr",
3 BHK Villa for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
2.10 Cr",
3 BHK Apartment for Sale in Anand Nagar Bandlaguda Hyderabad,,,,,,,"₹
1.45 Cr",
2 BHK House for Sale in Shadnagar Hyderabad,,,,,,,"₹
62 Lac",
"3 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
89.5 Lac",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
2.06 Cr",
2 BHK Apartment for Sale in Tarnaka Hyderabad,,,,,,,"₹
75 Lac",
2 BHK House for Sale in Badangpet Hyderabad,,,,,,,"₹
97 Lac",
3 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
95.5 Lac",
3 BHK Villa for Sale in Gandipet Hyderabad,,,,,,,"₹
3.65 Cr",
"3 BHK Apartment for Sale in Pocharam, NH 2 2 Hyderabad",,,,,,,"₹
1.06 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
2.70 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
2.60 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
1.90 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.54 Cr",
"3 BHK Builder Floor for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.30 Cr",
3 BHK Apartment for Sale in Jubilee Hills Hyderabad,,,,,,,"₹
1.65 Cr",
3 BHK Apartment for Sale in Sangeet Nagar Kukatpally Hyderabad,,,,,,,"₹
2 Cr",
2 BHK Apartment for Sale in Sri Ram Nagar Colony Puppalguda Hyderabad,,,,,,,"₹
1.48 Cr",
"3 BHK Apartment for Sale in Kukatpally Housing Board Colony, NH 9 Hyderabad",,,,,,,"₹
1.95 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.61 Cr",
2 BHK Apartment for Sale in Beram Guda Hyderabad,,,,,,,"₹
58 Lac",
2 BHK House for Sale in Ismailkhanguda Hyderabad,,,,,,,"₹
78 Lac",
2 BHK House for Sale in Laxmi Nagar Moula Ali Hyderabad,,,,,,,"₹
98 Lac",
2 BHK Apartment for Sale in Kapra Saket Road Hyderabad,,,,,,,"₹
68 Lac",
3 BHK Apartment for Sale in Uppal Main Road Hyderabad,,,,,,,"₹
94 Lac",
2 BHK Apartment for Sale in Narepally Hyderabad,,,,,,,"₹
45 Lac",
2 BHK Apartment for Sale in Bandam Kommu Hyderabad,,,,,,,"₹
87 Lac",
2 BHK Apartment for Sale in Bagh Amberpet Hyderabad,,,,,,,"₹
60 Lac",
"3 BHK Apartment for Sale in Abids, NH 7 Hyderabad",,,,,,,"₹
1.14 Cr",
2 BHK Apartment for Sale in Ameenpur Hyderabad,,,,,,,"₹
54 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.27 Cr",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.35 Cr",
3 BHK Apartment for Sale in Yapral Hyderabad,,,,,,,"₹
83 Lac",
2 BHK House for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
80 Lac",
"3 BHK Villa for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
6.85 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
84 Lac",
2 BHK Apartment for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
36.5 Lac",
3 BHK Villa for Sale in Lingampally Hyderabad,,,,,,,"₹
1.78 Cr",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
94.1 Lac",
3 BHK Villa for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
1.60 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.74 Cr",
3 BHK House for Sale in Nacharam Hyderabad,,,,,,,"₹
2.30 Cr",
"3 BHK Apartment for Sale in Malaysian Township, Kukatpally Hyderabad",,,,,,,"₹
2.30 Cr",
